event_id,occurred_at,kind,subject_ids,phase,outcome,commit,pr,spec,evidence_path,supersedes,summary,next_action
STATE-20260806T164400-001,2026-08-06T16:44:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T164400-001.md,,,
STATE-20260806T173800-001,2026-08-06T17:38:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T173800-001.md,,,
STATE-20260806T174500-001,2026-08-06T17:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T174500-001.md,,,
STATE-20260806T175000-001,2026-08-06T17:50:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T175000-001.md,,,
STATE-20260806T175000-002,2026-08-06T17:50:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T175000-002.md,,,
STATE-20260806T194500-001,2026-08-06T19:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T194500-001.md,,,
STATE-20260806T194500-002,2026-08-06T19:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T194500-002.md,,,
STATE-20260806T203000-001,2026-08-06T20:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T203000-001.md,,,
STATE-20260806T204500-001,2026-08-06T20:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T204500-001.md,,,
STATE-20260806T205500-001,2026-08-06T20:55:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T205500-001.md,,,
STATE-20260806T213000-001,2026-08-06T21:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T213000-001.md,,,
STATE-20260806T213000-002,2026-08-06T21:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T213000-002.md,,,
STATE-20260806T214500-001,2026-08-06T21:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T214500-001.md,,,
STATE-20260806T231000-001,2026-08-06T23:10:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T231000-001.md,,,
STATE-20260806T235500-001,2026-08-06T23:55:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T235500-001.md,,,
STATE-20260806T235500-002,2026-08-06T23:55:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T235500-002.md,,,
STATE-20260806T235800-001,2026-08-06T23:58:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T235800-001.md,,,
STATE-20260806T235900-001,2026-08-06T23:59:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260806T235900-001.md,,,
STATE-20260807T004500-001,2026-08-07T00:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T004500-001.md,,,
STATE-20260807T014500-001,2026-08-07T01:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T014500-001.md,,,
STATE-20260807T032000-001,2026-08-07T03:20:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T032000-001.md,,,
STATE-20260807T041000-001,2026-08-07T04:10:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T041000-001.md,,,
STATE-20260807T041500-001,2026-08-07T04:15:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T041500-001.md,,,
STATE-20260807T044000-001,2026-08-07T04:40:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T044000-001.md,,,
STATE-20260807T053000-001,2026-08-07T05:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T053000-001.md,,,
STATE-20260807T053500-001,2026-08-07T05:35:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T053500-001.md,,,
STATE-20260807T053500-002,2026-08-07T05:35:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T053500-002.md,,,
STATE-20260807T094500-001,2026-08-07T09:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T094500-001.md,,,
STATE-20260807T095500-001,2026-08-07T09:55:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T095500-001.md,,,
STATE-20260807T100000-001,2026-08-07T10:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T100000-001.md,,,
STATE-20260807T123000-001,2026-08-07T12:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T123000-001.md,,,
STATE-20260807T123500-001,2026-08-07T12:35:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T123500-001.md,,,
STATE-20260807T130000-001,2026-08-07T13:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T130000-001.md,,,
STATE-20260807T131000-001,2026-08-07T13:10:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T131000-001.md,,,
STATE-20260807T133000-001,2026-08-07T13:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T133000-001.md,,,
STATE-20260807T134000-001,2026-08-07T13:40:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T134000-001.md,,,
STATE-20260807T134000-002,2026-08-07T13:40:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T134000-002.md,,,
STATE-20260807T134500-001,2026-08-07T13:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T134500-001.md,,,
STATE-20260807T170000-001,2026-08-07T17:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T170000-001.md,,,
STATE-20260807T180000-001,2026-08-07T18:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T180000-001.md,,,
STATE-20260807T190000-001,2026-08-07T19:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T190000-001.md,,,
STATE-20260807T200000-001,2026-08-07T20:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T200000-001.md,,,
STATE-20260807T203000-001,2026-08-07T20:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T203000-001.md,,,
STATE-20260807T203500-001,2026-08-07T20:35:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T203500-001.md,,,
STATE-20260807T233000-001,2026-08-07T23:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T233000-001.md,,,
STATE-20260807T234500-001,2026-08-07T23:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T234500-001.md,,,
STATE-20260807T235500-001,2026-08-07T23:55:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260807T235500-001.md,,,
STATE-20260808T000000-001,2026-08-08T00:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T000000-001.md,,,
STATE-20260808T043000-001,2026-08-08T04:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T043000-001.md,,,
STATE-20260808T050000-001,2026-08-08T05:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T050000-001.md,,,
STATE-20260808T050000-002,2026-08-08T05:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T050000-002.md,,,
STATE-20260808T120000-001,2026-08-08T12:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T120000-001.md,,,
STATE-20260808T130000-001,2026-08-08T13:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T130000-001.md,,,
STATE-20260808T140000-001,2026-08-08T14:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T140000-001.md,,,
STATE-20260808T150000-001,2026-08-08T15:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T150000-001.md,,,
STATE-20260808T160000-001,2026-08-08T16:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T160000-001.md,,,
STATE-20260808T170000-001,2026-08-08T17:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T170000-001.md,,,
STATE-20260808T180000-001,2026-08-08T18:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T180000-001.md,,,
STATE-20260808T190000-001,2026-08-08T19:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T190000-001.md,,,
STATE-20260808T200000-001,2026-08-08T20:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T200000-001.md,,,
STATE-20260808T203000-001,2026-08-08T20:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T203000-001.md,,,
STATE-20260808T210000-001,2026-08-08T21:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T210000-001.md,,,
STATE-20260808T210000-002,2026-08-08T21:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T210000-002.md,,,
STATE-20260808T213000-001,2026-08-08T21:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T213000-001.md,,,
STATE-20260808T220000-001,2026-08-08T22:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T220000-001.md,,,
STATE-20260808T223000-001,2026-08-08T22:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T223000-001.md,,,
STATE-20260808T230000-001,2026-08-08T23:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T230000-001.md,,,
STATE-20260808T233000-001,2026-08-08T23:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T233000-001.md,,,
STATE-20260808T234500-001,2026-08-08T23:45:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260808T234500-001.md,,,
STATE-20260809T000500-001,2026-08-09T00:05:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260809T000500-001.md,,,
STATE-20260809T001000-001,2026-08-09T00:10:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260809T001000-001.md,,,
STATE-20260809T083000-001,2026-08-09T08:30:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260809T083000-001.md,,,
STATE-20260809T084710-001,2026-08-09T08:47:10Z,checkpoint,state-record-structure-1,verification,passed,9e50a2f48b0c6162c0da155a2033429826f53f3e,pr:166,docs/superpowers/specs/2026-08-09-state-migration-epochs-design.md,.agents/state-events/2026-08/STATE-20260809T084710-001.md,,PR 166 reconciles the reviewed ordered legacy migration epochs without rewriting the frozen import.,Rebase PR 166 onto current main; rerun the declared record gate and full role-aware preflight.
STATE-20260809T110000-001,2026-08-09T11:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260809T110000-001.md,,,
STATE-20260809T130000-001,2026-08-09T13:00:00Z,legacy_import,,,,,,,.agents/state-events/2026-08/STATE-20260809T130000-001.md,,,
